offense_type,nibrs_class,month,count,rollavg_3month
Stolen property offenses,280,2020-11-01,28,24
Stolen property offenses,280,2020-12-01,29,27
Stolen property offenses,280,2021-01-01,43,33
Stolen property offenses,280,2021-02-01,32,35
Stolen property offenses,280,2021-03-01,19,31
Stolen property offenses,280,2021-04-01,22,24
Stolen property offenses,280,2021-05-01,37,26
Stolen property offenses,280,2021-06-01,37,32
Stolen property offenses,280,2021-07-01,27,34
Stolen property offenses,280,2021-08-01,24,29
Stolen property offenses,280,2021-09-01,24,25
Stolen property offenses,280,2021-10-01,30,26
Stolen property offenses,280,2021-11-01,37,30
Stolen property offenses,280,2021-12-01,33,33
Stolen property offenses,280,2022-01-01,20,30
Stolen property offenses,280,2022-02-01,27,27
Stolen property offenses,280,2022-03-01,30,26
Stolen property offenses,280,2022-04-01,28,28
Stolen property offenses,280,2022-05-01,25,28
Stolen property offenses,280,2022-06-01,32,28
Stolen property offenses,280,2022-07-01,36,31
Stolen property offenses,280,2022-08-01,41,36
Stolen property offenses,280,2022-09-01,34,37
Stolen property offenses,280,2022-10-01,46,40
Stolen property offenses,280,2022-11-01,44,41
Stolen property offenses,280,2022-12-01,42,44
Stolen property offenses,280,2023-01-01,57,48
Stolen property offenses,280,2023-02-01,46,48
Stolen property offenses,280,2023-03-01,54,52
Stolen property offenses,280,2023-04-01,66,55
Stolen property offenses,280,2023-05-01,72,64
Stolen property offenses,280,2023-06-01,30,56
Theft from building,23D,2019-01-01,192,NA
Theft from building,23D,2019-02-01,207,NA
Theft from building,23D,2019-03-01,217,205
Theft from building,23D,2019-04-01,254,226
Theft from building,23D,2019-05-01,312,261
Theft from building,23D,2019-06-01,300,289
Theft from building,23D,2019-07-01,347,320
Theft from building,23D,2019-08-01,333,327
Theft from building,23D,2019-09-01,365,348
Theft from building,23D,2019-10-01,303,334
Theft from building,23D,2019-11-01,370,346
Theft from building,23D,2019-12-01,357,343
Theft from building,23D,2020-01-01,362,363
Theft from building,23D,2020-02-01,357,359
Theft from building,23D,2020-03-01,273,331
Theft from building,23D,2020-04-01,226,285
Theft from building,23D,2020-05-01,288,262
Theft from building,23D,2020-06-01,185,233
Theft from building,23D,2020-07-01,203,225
Theft from building,23D,2020-08-01,189,192
Theft from building,23D,2020-09-01,190,194
Theft from building,23D,2020-10-01,211,197
Theft from building,23D,2020-11-01,190,197
Theft from building,23D,2020-12-01,195,199
Theft from building,23D,2021-01-01,178,188
Theft from building,23D,2021-02-01,163,179
Theft from building,23D,2021-03-01,131,157
Theft from building,23D,2021-04-01,233,176
Theft from building,23D,2021-05-01,248,204
Theft from building,23D,2021-06-01,248,243
Theft from building,23D,2021-07-01,205,234
Theft from building,23D,2021-08-01,196,216
Theft from building,23D,2021-09-01,212,204
Theft from building,23D,2021-10-01,188,199
Theft from building,23D,2021-11-01,194,198
Theft from building,23D,2021-12-01,168,183
Theft from building,23D,2022-01-01,200,187
Theft from building,23D,2022-02-01,174,181
Theft from building,23D,2022-03-01,201,192
Theft from building,23D,2022-04-01,147,174
Theft from building,23D,2022-05-01,117,155
Theft from building,23D,2022-06-01,177,147
Theft from building,23D,2022-07-01,198,164
Theft from building,23D,2022-08-01,148,174
Theft from building,23D,2022-09-01,98,148
Theft from building,23D,2022-10-01,99,115
Theft from building,23D,2022-11-01,100,99
Theft from building,23D,2022-12-01,64,88
Theft from building,23D,2023-01-01,88,84
Theft from building,23D,2023-02-01,91,81
Theft from building,23D,2023-03-01,78,86
Theft from building,23D,2023-04-01,82,84
Theft from building,23D,2023-05-01,172,111
Theft from building,23D,2023-06-01,71,108
Theft from motor vehicle,23F,2019-01-01,2409,NA
Theft from motor vehicle,23F,2019-02-01,2318,NA
Theft from motor vehicle,23F,2019-03-01,2380,2369
Theft from motor vehicle,23F,2019-04-01,2705,2468
Theft from motor vehicle,23F,2019-05-01,3067,2717
Theft from motor vehicle,23F,2019-06-01,2651,2808
Theft from motor vehicle,23F,2019-07-01,3169,2962
Theft from motor vehicle,23F,2019-08-01,2961,2927
Theft from motor vehicle,23F,2019-09-01,2561,2897
Theft from motor vehicle,23F,2019-10-01,2869,2797
Theft from motor vehicle,23F,2019-11-01,2997,2809
Theft from motor vehicle,23F,2019-12-01,2997,2954
Theft from motor vehicle,23F,2020-01-01,3122,3039
Theft from motor vehicle,23F,2020-02-01,3001,3040
Theft from motor vehicle,23F,2020-03-01,2331,2818
Theft from motor vehicle,23F,2020-04-01,1803,2378
Theft from motor vehicle,23F,2020-05-01,2111,2082
Theft from motor vehicle,23F,2020-06-01,2430,2115
Theft from motor vehicle,23F,2020-07-01,2038,2193
Theft from motor vehicle,23F,2020-08-01,2106,2191
Theft from motor vehicle,23F,2020-09-01,2102,2082
Theft from motor vehicle,23F,2020-10-01,2187,2132
Theft from motor vehicle,23F,2020-11-01,2243,2177
Theft from motor vehicle,23F,2020-12-01,2246,2225
Theft from motor vehicle,23F,2021-01-01,2046,2178
Theft from motor vehicle,23F,2021-02-01,1696,1996
Theft from motor vehicle,23F,2021-03-01,1808,1850
Theft from motor vehicle,23F,2021-04-01,1761,1755
Theft from motor vehicle,23F,2021-05-01,1918,1829
Theft from motor vehicle,23F,2021-06-01,1960,1880
Theft from motor vehicle,23F,2021-07-01,1951,1943
Theft from motor vehicle,23F,2021-08-01,1978,1963
Theft from motor vehicle,23F,2021-09-01,2109,2013
Theft from motor vehicle,23F,2021-10-01,2213,2100
Theft from motor vehicle,23F,2021-11-01,2083,2135
Theft from motor vehicle,23F,2021-12-01,2057,2118
Theft from motor vehicle,23F,2022-01-01,2128,2089
Theft from motor vehicle,23F,2022-02-01,1972,2052
Theft from motor vehicle,23F,2022-03-01,2083,2061
Theft from motor vehicle,23F,2022-04-01,2110,2055
Theft from motor vehicle,23F,2022-05-01,2229,2141
Theft from motor vehicle,23F,2022-06-01,2247,2195
Theft from motor vehicle,23F,2022-07-01,2385,2287
Theft from motor vehicle,23F,2022-08-01,2320,2317
Theft from motor vehicle,23F,2022-09-01,2166,2290
Theft from motor vehicle,23F,2022-10-01,2344,2277
Theft from motor vehicle,23F,2022-11-01,2272,2261
Theft from motor vehicle,23F,2022-12-01,1909,2175
Theft from motor vehicle,23F,2023-01-01,2453,2211
Theft from motor vehicle,23F,2023-02-01,2308,2223
Theft from motor vehicle,23F,2023-03-01,2268,2343
Theft from motor vehicle,23F,2023-04-01,2540,2372
Theft from motor vehicle,23F,2023-05-01,2682,2497
Theft from motor vehicle,23F,2023-06-01,1430,2217
Theft of motor vehicle parts or accessory,23G,2019-01-01,394,NA
Theft of motor vehicle parts or accessory,23G,2019-02-01,409,NA
Theft of motor vehicle parts or accessory,23G,2019-03-01,436,413
Theft of motor vehicle parts or accessory,23G,2019-04-01,466,437
Theft of motor vehicle parts or accessory,23G,2019-05-01,542,481
Theft of motor vehicle parts or accessory,23G,2019-06-01,464,491
Theft of motor vehicle parts or accessory,23G,2019-07-01,472,493
Theft of motor vehicle parts or accessory,23G,2019-08-01,489,475
Theft of motor vehicle parts or accessory,23G,2019-09-01,570,510
Theft of motor vehicle parts or accessory,23G,2019-10-01,568,542
Theft of motor vehicle parts or accessory,23G,2019-11-01,486,541
Theft of motor vehicle parts or accessory,23G,2019-12-01,575,543
Theft of motor vehicle parts or accessory,23G,2020-01-01,568,543
Theft of motor vehicle parts or accessory,23G,2020-02-01,596,580
Theft of motor vehicle parts or accessory,23G,2020-03-01,544,569
Theft of motor vehicle parts or accessory,23G,2020-04-01,448,529
Theft of motor vehicle parts or accessory,23G,2020-05-01,522,505
Theft of motor vehicle parts or accessory,23G,2020-06-01,589,520
Theft of motor vehicle parts or accessory,23G,2020-07-01,563,558
Theft of motor vehicle parts or accessory,23G,2020-08-01,603,585
Theft of motor vehicle parts or accessory,23G,2020-09-01,615,594
Theft of motor vehicle parts or accessory,23G,2020-10-01,704,641
Theft of motor vehicle parts or accessory,23G,2020-11-01,706,675
Theft of motor vehicle parts or accessory,23G,2020-12-01,895,768
Theft of motor vehicle parts or accessory,23G,2021-01-01,909,837
Theft of motor vehicle parts or accessory,23G,2021-02-01,883,896
Theft of motor vehicle parts or accessory,23G,2021-03-01,962,918
Theft of motor vehicle parts or accessory,23G,2021-04-01,993,946
Theft of motor vehicle parts or accessory,23G,2021-05-01,1107,1021
Theft of motor vehicle parts or accessory,23G,2021-06-01,1150,1083
Theft of motor vehicle parts or accessory,23G,2021-07-01,1090,1116
Theft of motor vehicle parts or accessory,23G,2021-08-01,1281,1174
Theft of motor vehicle parts or accessory,23G,2021-09-01,1170,1180
Theft of motor vehicle parts or accessory,23G,2021-10-01,1206,1219
Theft of motor vehicle parts or accessory,23G,2021-11-01,1325,1234
Theft of motor vehicle parts or accessory,23G,2021-12-01,1314,1282
Theft of motor vehicle parts or accessory,23G,2022-01-01,1491,1377
Theft of motor vehicle parts or accessory,23G,2022-02-01,1568,1458
Theft of motor vehicle parts or accessory,23G,2022-03-01,1768,1609
Theft of motor vehicle parts or accessory,23G,2022-04-01,1541,1626
Theft of motor vehicle parts or accessory,23G,2022-05-01,1482,1597
Theft of motor vehicle parts or accessory,23G,2022-06-01,1397,1473
Theft of motor vehicle parts or accessory,23G,2022-07-01,1493,1457
Theft of motor vehicle parts or accessory,23G,2022-08-01,1258,1383
Theft of motor vehicle parts or accessory,23G,2022-09-01,1035,1262
Theft of motor vehicle parts or accessory,23G,2022-10-01,1031,1108
Theft of motor vehicle parts or accessory,23G,2022-11-01,924,997
Theft of motor vehicle parts or accessory,23G,2022-12-01,783,913
Theft of motor vehicle parts or accessory,23G,2023-01-01,961,889
Theft of motor vehicle parts or accessory,23G,2023-02-01,733,826
Theft of motor vehicle parts or accessory,23G,2023-03-01,862,852
Theft of motor vehicle parts or accessory,23G,2023-04-01,822,806
Theft of motor vehicle parts or accessory,23G,2023-05-01,999,894
Theft of motor vehicle parts or accessory,23G,2023-06-01,506,776
Trespass of real property,90J,2020-01-01,459,NA
Trespass of real property,90J,2020-02-01,481,NA
Trespass of real property,90J,2020-03-01,471,470
Trespass of real property,90J,2020-04-01,428,460
Trespass of real property,90J,2020-05-01,541,480
Trespass of real property,90J,2020-06-01,423,464
Trespass of real property,90J,2020-07-01,451,472
Trespass of real property,90J,2020-08-01,454,443
Trespass of real property,90J,2020-09-01,450,452
Trespass of real property,90J,2020-10-01,481,462
Trespass of real property,90J,2020-11-01,402,444
Trespass of real property,90J,2020-12-01,377,420
Trespass of real property,90J,2021-01-01,434,404
Trespass of real property,90J,2021-02-01,354,388
Trespass of real property,90J,2021-03-01,551,446
Trespass of real property,90J,2021-04-01,522,476
Trespass of real property,90J,2021-05-01,498,524
Trespass of real property,90J,2021-06-01,517,512
Trespass of real property,90J,2021-07-01,532,516
Trespass of real property,90J,2021-08-01,567,539
Trespass of real property,90J,2021-09-01,534,544
Trespass of real property,90J,2021-10-01,542,548
Trespass of real property,90J,2021-11-01,542,539
Trespass of real property,90J,2021-12-01,534,539
Trespass of real property,90J,2022-01-01,521,532
Trespass of real property,90J,2022-02-01,531,529
Trespass of real property,90J,2022-03-01,572,541
Trespass of real property,90J,2022-04-01,619,574
Trespass of real property,90J,2022-05-01,649,613
Trespass of real property,90J,2022-06-01,618,629
Trespass of real property,90J,2022-07-01,702,656
Trespass of real property,90J,2022-08-01,737,686
Trespass of real property,90J,2022-09-01,672,704
Trespass of real property,90J,2022-10-01,755,721
Trespass of real property,90J,2022-11-01,638,688
Trespass of real property,90J,2022-12-01,371,588
Trespass of real property,90J,2023-01-01,758,589
Trespass of real property,90J,2023-02-01,694,608
Trespass of real property,90J,2023-03-01,719,724
Trespass of real property,90J,2023-04-01,772,728
Trespass of real property,90J,2023-05-01,916,802
Trespass of real property,90J,2023-06-01,504,731
Weapon law violations,520,2019-01-01,175,NA
Weapon law violations,520,2019-02-01,151,NA
Weapon law violations,520,2019-03-01,187,171
Weapon law violations,520,2019-04-01,168,169
Weapon law violations,520,2019-05-01,150,168
Weapon law violations,520,2019-06-01,165,161
Weapon law violations,520,2019-07-01,194,170
Weapon law violations,520,2019-08-01,208,189
Weapon law violations,520,2019-09-01,205,202
Weapon law violations,520,2019-10-01,189,201
Weapon law violations,520,2019-11-01,181,192
Weapon law violations,520,2019-12-01,175,182
Weapon law violations,520,2020-01-01,210,189
Weapon law violations,520,2020-02-01,204,196
Weapon law violations,520,2020-03-01,191,202
Weapon law violations,520,2020-04-01,191,195
Weapon law violations,520,2020-05-01,266,216
Weapon law violations,520,2020-06-01,194,217
Weapon law violations,520,2020-07-01,233,231
Weapon law violations,520,2020-08-01,242,223
Weapon law violations,520,2020-09-01,268,248
Weapon law violations,520,2020-10-01,298,269
Weapon law violations,520,2020-11-01,294,287
Weapon law violations,520,2020-12-01,339,310
Weapon law violations,520,2021-01-01,299,311
Weapon law violations,520,2021-02-01,282,307
Weapon law violations,520,2021-03-01,378,320
Weapon law violations,520,2021-04-01,279,313
Weapon law violations,520,2021-05-01,317,325
Weapon law violations,520,2021-06-01,326,307
Weapon law violations,520,2021-07-01,337,327
Weapon law violations,520,2021-08-01,307,323
Weapon law violations,520,2021-09-01,324,323
Weapon law violations,520,2021-10-01,320,317
Weapon law violations,520,2021-11-01,306,317
Weapon law violations,520,2021-12-01,306,311
Weapon law violations,520,2022-01-01,298,303
Weapon law violations,520,2022-02-01,352,319
Weapon law violations,520,2022-03-01,389,346
Weapon law violations,520,2022-04-01,326,356
Weapon law violations,520,2022-05-01,320,345
Weapon law violations,520,2022-06-01,336,327
Weapon law violations,520,2022-07-01,385,347
Weapon law violations,520,2022-08-01,329,350
Weapon law violations,520,2022-09-01,348,354
Weapon law violations,520,2022-10-01,387,355
Weapon law violations,520,2022-11-01,350,362
Weapon law violations,520,2022-12-01,276,338
Weapon law violations,520,2023-01-01,316,314
Weapon law violations,520,2023-02-01,283,292
Weapon law violations,520,2023-03-01,291,297
Weapon law violations,520,2023-04-01,253,276
Weapon law violations,520,2023-05-01,303,282
Weapon law violations,520,2023-06-01,122,226
Welfare fraud,26D,2019-01-01,2,NA
Welfare fraud,26D,2019-02-01,1,NA
Welfare fraud,26D,2019-04-01,2,2
Welfare fraud,26D,2019-05-01,1,1
Welfare fraud,26D,2020-02-01,3,2
Welfare fraud,26D,2020-03-01,1,2
Welfare fraud,26D,2020-05-01,2,2
Welfare fraud,26D,2020-06-01,1,1
Welfare fraud,26D,2020-07-01,1,1
Welfare fraud,26D,2020-08-01,4,2
Welfare fraud,26D,2020-09-01,3,3
Welfare fraud,26D,2020-10-01,5,4
Welfare fraud,26D,2021-01-01,1,3
Welfare fraud,26D,2021-02-01,1,2
Welfare fraud,26D,2021-03-01,3,2
Welfare fraud,26D,2021-04-01,5,3
Welfare fraud,26D,2021-05-01,11,6
Welfare fraud,26D,2021-06-01,1,6
Welfare fraud,26D,2021-07-01,1,4
Welfare fraud,26D,2021-09-01,2,1
Welfare fraud,26D,2021-11-01,1,1
Welfare fraud,26D,2022-01-01,5,3
Welfare fraud,26D,2022-02-01,5,4
Welfare fraud,26D,2022-03-01,2,4
Welfare fraud,26D,2022-04-01,4,4
Welfare fraud,26D,2022-05-01,1,2
Welfare fraud,26D,2022-06-01,1,2
Welfare fraud,26D,2022-07-01,1,1
Welfare fraud,26D,2022-08-01,1,1
Welfare fraud,26D,2022-09-01,1,1
Welfare fraud,26D,2022-10-01,2,1
Welfare fraud,26D,2023-01-01,1,1
Welfare fraud,26D,2023-04-01,1,1
Wire fraud,26E,2019-01-01,6,NA
Wire fraud,26E,2019-02-01,7,NA
Wire fraud,26E,2019-03-01,4,6
Wire fraud,26E,2019-04-01,6,6
Wire fraud,26E,2019-05-01,2,4
Wire fraud,26E,2019-06-01,5,4
Wire fraud,26E,2019-07-01,4,4
Wire fraud,26E,2019-08-01,4,4
Wire fraud,26E,2019-10-01,6,5
Wire fraud,26E,2019-11-01,5,5
Wire fraud,26E,2019-12-01,5,5
Wire fraud,26E,2020-01-01,3,4
Wire fraud,26E,2020-02-01,3,4
Wire fraud,26E,2020-03-01,5,4
Wire fraud,26E,2020-05-01,3,4
Wire fraud,26E,2020-06-01,2,3
Wire fraud,26E,2020-07-01,3,3
Wire fraud,26E,2020-08-01,1,2
Wire fraud,26E,2020-09-01,9,4
Wire fraud,26E,2020-10-01,6,5
Wire fraud,26E,2020-11-01,1,5
Wire fraud,26E,2020-12-01,1,3
Wire fraud,26E,2021-01-01,3,2
Wire fraud,26E,2021-03-01,1,2
Wire fraud,26E,2021-04-01,3,2
Wire fraud,26E,2021-05-01,17,7
Wire fraud,26E,2021-06-01,5,8
Wire fraud,26E,2021-07-01,7,10
Wire fraud,26E,2021-08-01,3,5
Wire fraud,26E,2021-09-01,2,4
Wire fraud,26E,2021-10-01,2,2
Wire fraud,26E,2021-11-01,5,3
Wire fraud,26E,2021-12-01,6,4
Wire fraud,26E,2022-01-01,10,7
Wire fraud,26E,2022-02-01,10,9
Wire fraud,26E,2022-03-01,14,11
Wire fraud,26E,2022-04-01,9,11
Wire fraud,26E,2022-05-01,7,10
Wire fraud,26E,2022-06-01,3,6
Wire fraud,26E,2022-07-01,4,5
Wire fraud,26E,2022-08-01,5,4
Wire fraud,26E,2022-09-01,18,9
Wire fraud,26E,2022-10-01,5,9
Wire fraud,26E,2022-11-01,3,9
Wire fraud,26E,2022-12-01,1,3
Wire fraud,26E,2023-01-01,7,4
Wire fraud,26E,2023-02-01,1,3
Wire fraud,26E,2023-05-01,9,6
Wire fraud,26E,2023-06-01,4,5
